instant,datetime,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total_count,recency,frequency,monetary
2546,2011-04-20,Summer,2011,Apr,23,0,Wednesday,1,Clear,0.6,0.6212,0.4,0.3284,14,79,93,621,93,93
2547,2011-04-21,Summer,2011,Apr,0,0,Thursday,1,Clear,0.56,0.5303,0.43,0.3582,11,33,44,620,44,44
2548,2011-04-21,Summer,2011,Apr,1,0,Thursday,1,Clear,0.52,0.5,0.45,0.2239,6,20,26,620,26,26
2549,2011-04-21,Summer,2011,Apr,2,0,Thursday,1,Clear,0.5,0.4848,0.42,0.3881,3,10,13,620,13,13
2550,2011-04-21,Summer,2011,Apr,3,0,Thursday,1,Misty,0.46,0.4545,0.51,0.4627,4,3,7,620,7,7
2551,2011-04-21,Summer,2011,Apr,4,0,Thursday,1,Misty,0.44,0.4394,0.54,0.4478,2,4,6,620,6,6
2552,2011-04-21,Summer,2011,Apr,5,0,Thursday,1,Misty,0.42,0.4242,0.54,0.5522,0,14,14,620,14,14
2553,2011-04-21,Summer,2011,Apr,6,0,Thursday,1,Misty,0.4,0.4091,0.58,0.5821,2,73,75,620,75,75
2554,2011-04-21,Summer,2011,Apr,7,0,Thursday,1,Misty,0.42,0.4242,0.47,0.4627,15,183,198,620,198,198
2555,2011-04-21,Summer,2011,Apr,8,0,Thursday,1,Misty,0.4,0.4091,0.5,0.4925,19,346,365,620,365,365
2556,2011-04-21,Summer,2011,Apr,9,0,Thursday,1,Misty,0.42,0.4242,0.47,0.2836,18,178,196,620,196,196
2557,2011-04-21,Summer,2011,Apr,10,0,Thursday,1,Clear,0.42,0.4242,0.44,0.3582,25,73,98,620,98,98
2558,2011-04-21,Summer,2011,Apr,11,0,Thursday,1,Clear,0.44,0.4394,0.41,0.2836,34,99,133,620,133,133
2559,2011-04-21,Summer,2011,Apr,12,0,Thursday,1,Clear,0.46,0.4545,0.38,0.1642,49,150,199,620,199,199
2560,2011-04-21,Summer,2011,Apr,13,0,Thursday,1,Clear,0.48,0.4697,0.33,0.3284,55,122,177,620,177,177
2561,2011-04-21,Summer,2011,Apr,14,0,Thursday,1,Clear,0.5,0.4848,0.34,0.3881,68,160,228,620,228,228
2562,2011-04-21,Summer,2011,Apr,15,0,Thursday,1,Clear,0.52,0.5,0.29,0.4179,69,166,235,620,235,235
2563,2011-04-21,Summer,2011,Apr,16,0,Thursday,1,Clear,0.52,0.5,0.27,0.3582,66,228,294,620,294,294
2564,2011-04-21,Summer,2011,Apr,17,0,Thursday,1,Clear,0.5,0.4848,0.29,0.1642,79,402,481,620,481,481
2565,2011-04-21,Summer,2011,Apr,18,0,Thursday,1,Clear,0.5,0.4848,0.25,0.2836,71,381,452,620,452,452
2566,2011-04-21,Summer,2011,Apr,19,0,Thursday,1,Clear,0.46,0.4545,0.28,0.2836,52,272,324,620,324,324
2567,2011-04-21,Summer,2011,Apr,20,0,Thursday,1,Clear,0.44,0.4394,0.3,0.1343,28,176,204,620,204,204
2568,2011-04-21,Summer,2011,Apr,21,0,Thursday,1,Clear,0.42,0.4242,0.47,0.194,25,159,184,620,184,184
2569,2011-04-21,Summer,2011,Apr,22,0,Thursday,1,Clear,0.42,0.4242,0.38,0.0896,31,106,137,620,137,137
2570,2011-04-21,Summer,2011,Apr,23,0,Thursday,1,Clear,0.4,0.4091,0.43,0.1045,13,86,99,620,99,99
2571,2011-04-22,Summer,2011,Apr,0,0,Friday,1,Clear,0.36,0.3485,0.62,0.194,3,30,33,619,33,33
2572,2011-04-22,Summer,2011,Apr,1,0,Friday,1,Clear,0.36,0.3333,0.53,0.2537,2,22,24,619,24,24
2573,2011-04-22,Summer,2011,Apr,2,0,Friday,1,Clear,0.36,0.3333,0.53,0.2985,2,7,9,619,9,9
2574,2011-04-22,Summer,2011,Apr,3,0,Friday,1,Clear,0.36,0.3333,0.53,0.2985,0,2,2,619,2,2
2575,2011-04-22,Summer,2011,Apr,4,0,Friday,1,Clear,0.34,0.3182,0.53,0.2836,1,2,3,619,3,3
2576,2011-04-22,Summer,2011,Apr,5,0,Friday,1,Clear,0.34,0.3182,0.53,0.2239,0,16,16,619,16,16
2577,2011-04-22,Summer,2011,Apr,6,0,Friday,1,Clear,0.34,0.3182,0.53,0.2836,2,47,49,619,49,49
2578,2011-04-22,Summer,2011,Apr,7,0,Friday,1,Misty,0.34,0.3182,0.53,0.2836,5,175,180,619,180,180
2579,2011-04-22,Summer,2011,Apr,8,0,Friday,1,Misty,0.34,0.3182,0.53,0.2537,15,331,346,619,346,346
2580,2011-04-22,Summer,2011,Apr,9,0,Friday,1,Light_rainsnow,0.34,0.303,0.61,0.2985,17,178,195,619,195,195
2581,2011-04-22,Summer,2011,Apr,10,0,Friday,1,Misty,0.36,0.3485,0.62,0.194,32,104,136,619,136,136
2582,2011-04-22,Summer,2011,Apr,11,0,Friday,1,Light_rainsnow,0.34,0.3333,0.66,0.194,23,83,106,619,106,106
2583,2011-04-22,Summer,2011,Apr,12,0,Friday,1,Light_rainsnow,0.34,0.3333,0.76,0.1343,19,61,80,619,80,80
2584,2011-04-22,Summer,2011,Apr,13,0,Friday,1,Light_rainsnow,0.34,0.3333,0.87,0.194,3,37,40,619,40,40
2585,2011-04-22,Summer,2011,Apr,14,0,Friday,1,Light_rainsnow,0.34,0.3182,0.87,0.2537,3,33,36,619,36,36
2586,2011-04-22,Summer,2011,Apr,15,0,Friday,1,Light_rainsnow,0.34,0.3333,0.87,0.194,13,62,75,619,75,75
2587,2011-04-22,Summer,2011,Apr,16,0,Friday,1,Light_rainsnow,0.34,0.3333,0.87,0.1343,4,58,62,619,62,62
2588,2011-04-22,Summer,2011,Apr,17,0,Friday,1,Light_rainsnow,0.32,0.303,0.93,0.2239,6,63,69,619,69,69
2589,2011-04-22,Summer,2011,Apr,18,0,Friday,1,Light_rainsnow,0.32,0.303,0.93,0.2239,4,47,51,619,51,51
2590,2011-04-22,Summer,2011,Apr,19,0,Friday,1,Light_rainsnow,0.32,0.303,0.93,0.2239,7,48,55,619,55,55
2591,2011-04-22,Summer,2011,Apr,20,0,Friday,1,Light_rainsnow,0.32,0.303,0.87,0.2239,8,39,47,619,47,47
2592,2011-04-22,Summer,2011,Apr,21,0,Friday,1,Light_rainsnow,0.3,0.303,0.93,0.1642,5,23,28,619,28,28
2593,2011-04-22,Summer,2011,Apr,22,0,Friday,1,Light_rainsnow,0.3,0.303,1.0,0.1343,3,21,24,619,24,24
2594,2011-04-22,Summer,2011,Apr,23,0,Friday,1,Light_rainsnow,0.32,0.3333,0.93,0.1045,0,17,17,619,17,17
2595,2011-04-23,Summer,2011,Apr,0,0,Saturday,0,Misty,0.32,0.3182,1.0,0.194,0,18,18,618,18,18
2596,2011-04-23,Summer,2011,Apr,1,0,Saturday,0,Misty,0.32,0.3182,1.0,0.194,5,11,16,618,16,16
2597,2011-04-23,Summer,2011,Apr,2,0,Saturday,0,Light_rainsnow,0.32,0.3333,1.0,0.1343,3,14,17,618,17,17
2598,2011-04-23,Summer,2011,Apr,3,0,Saturday,0,Light_rainsnow,0.32,0.3333,1.0,0.0896,0,4,4,618,4,4
2599,2011-04-23,Summer,2011,Apr,4,0,Saturday,0,Light_rainsnow,0.34,0.3636,1.0,0.0,2,3,5,618,5,5
2600,2011-04-23,Summer,2011,Apr,5,0,Saturday,0,Light_rainsnow,0.34,0.3636,1.0,0.0,1,6,7,618,7,7
2601,2011-04-23,Summer,2011,Apr,6,0,Saturday,0,Misty,0.34,0.3333,1.0,0.1642,0,11,11,618,11,11
2602,2011-04-23,Summer,2011,Apr,7,0,Saturday,0,Light_rainsnow,0.34,0.3333,1.0,0.1642,2,17,19,618,19,19
2603,2011-04-23,Summer,2011,Apr,8,0,Saturday,0,Misty,0.36,0.3333,1.0,0.2537,15,32,47,618,47,47
2604,2011-04-23,Summer,2011,Apr,9,0,Saturday,0,Misty,0.38,0.3939,0.94,0.2985,13,55,68,618,68,68
2605,2011-04-23,Summer,2011,Apr,10,0,Saturday,0,Misty,0.42,0.4242,0.88,0.2239,36,93,129,618,129,129
2606,2011-04-23,Summer,2011,Apr,11,0,Saturday,0,Misty,0.46,0.4545,0.88,0.2239,68,164,232,618,232,232
2607,2011-04-23,Summer,2011,Apr,12,0,Saturday,0,Clear,0.52,0.5,0.83,0.4179,94,197,291,618,291,291
2608,2011-04-23,Summer,2011,Apr,13,0,Saturday,0,Clear,0.52,0.5,0.83,0.3881,126,186,312,618,312,312
2609,2011-04-23,Summer,2011,Apr,14,0,Saturday,0,Clear,0.58,0.5455,0.78,0.3582,182,209,391,618,391,391
2610,2011-04-23,Summer,2011,Apr,15,0,Saturday,0,Clear,0.6,0.5909,0.73,0.3881,171,226,397,618,397,397
2611,2011-04-23,Summer,2011,Apr,16,0,Saturday,0,Clear,0.6,0.5909,0.73,0.2836,180,246,426,618,426,426
2612,2011-04-23,Summer,2011,Apr,17,0,Saturday,0,Clear,0.6,0.5909,0.73,0.3284,168,215,383,618,383,383
2613,2011-04-23,Summer,2011,Apr,18,0,Saturday,0,Clear,0.58,0.5455,0.78,0.194,149,227,376,618,376,376
2614,2011-04-23,Summer,2011,Apr,19,0,Saturday,0,Clear,0.56,0.5303,0.83,0.2836,84,199,283,618,283,283
2615,2011-04-23,Summer,2011,Apr,20,0,Saturday,0,Misty,0.54,0.5152,0.88,0.2537,45,138,183,618,183,183
2616,2011-04-23,Summer,2011,Apr,21,0,Saturday,0,Misty,0.56,0.5303,0.83,0.2836,32,103,135,618,135,135
2617,2011-04-23,Summer,2011,Apr,22,0,Saturday,0,Misty,0.58,0.5455,0.78,0.2537,55,114,169,618,169,169
2618,2011-04-23,Summer,2011,Apr,23,0,Saturday,0,Misty,0.54,0.5152,0.88,0.1642,31,86,117,618,117,117
2619,2011-04-24,Summer,2011,Apr,0,0,Sunday,0,Clear,0.52,0.5,0.83,0.2239,30,66,96,617,96,96
2620,2011-04-24,Summer,2011,Apr,1,0,Sunday,0,Clear,0.5,0.4848,0.88,0.194,14,40,54,617,54,54
2621,2011-04-24,Summer,2011,Apr,2,0,Sunday,0,Clear,0.5,0.4848,0.88,0.194,27,45,72,617,72,72
2622,2011-04-24,Summer,2011,Apr,3,0,Sunday,0,Clear,0.5,0.4848,0.94,0.0896,4,20,24,617,24,24
2623,2011-04-24,Summer,2011,Apr,4,0,Sunday,0,Clear,0.5,0.4848,0.94,0.0896,0,5,5,617,5,5
2624,2011-04-24,Summer,2011,Apr,5,0,Sunday,0,Clear,0.5,0.4848,0.94,0.0896,5,7,12,617,12,12
2625,2011-04-24,Summer,2011,Apr,6,0,Sunday,0,Misty,0.5,0.4848,1.0,0.0,10,3,13,617,13,13
2626,2011-04-24,Summer,2011,Apr,7,0,Sunday,0,Misty,0.5,0.4848,1.0,0.0,16,11,27,617,27,27
2627,2011-04-24,Summer,2011,Apr,8,0,Sunday,0,Clear,0.52,0.5,0.94,0.2239,38,42,80,617,80,80
2628,2011-04-24,Summer,2011,Apr,9,0,Sunday,0,Clear,0.56,0.5303,0.88,0.2537,73,104,177,617,177,177
2629,2011-04-24,Summer,2011,Apr,10,0,Sunday,0,Clear,0.6,0.5758,0.78,0.1642,118,171,289,617,289,289
2630,2011-04-24,Summer,2011,Apr,11,0,Sunday,0,Clear,0.66,0.6212,0.65,0.1343,124,193,317,617,317,317
2631,2011-04-24,Summer,2011,Apr,12,0,Sunday,0,Clear,0.68,0.6364,0.65,0.2537,168,220,388,617,388,388
2632,2011-04-24,Summer,2011,Apr,13,0,Sunday,0,Clear,0.7,0.6515,0.58,0.2836,205,236,441,617,441,441
2633,2011-04-24,Summer,2011,Apr,14,0,Sunday,0,Clear,0.7,0.6515,0.54,0.3284,197,223,420,617,420,420
2634,2011-04-24,Summer,2011,Apr,15,0,Sunday,0,Clear,0.66,0.6212,0.61,0.2537,167,202,369,617,369,369
2635,2011-04-24,Summer,2011,Apr,16,0,Sunday,0,Clear,0.74,0.6667,0.48,0.3881,162,197,359,617,359,359
2636,2011-04-24,Summer,2011,Apr,17,0,Sunday,0,Clear,0.66,0.6212,0.65,0.2985,142,189,331,617,331,331
2637,2011-04-24,Summer,2011,Apr,18,0,Sunday,0,Clear,0.64,0.6061,0.69,0.1642,96,174,270,617,270,270
2638,2011-04-24,Summer,2011,Apr,19,0,Sunday,0,Light_rainsnow,0.6,0.5606,0.83,0.2836,62,132,194,617,194,194
2639,2011-04-24,Summer,2011,Apr,20,0,Sunday,0,Light_rainsnow,0.6,0.5606,0.83,0.2836,34,71,105,617,105,105
2640,2011-04-24,Summer,2011,Apr,21,0,Sunday,0,Light_rainsnow,0.54,0.5152,0.94,0.1642,8,53,61,617,61,61
2641,2011-04-24,Summer,2011,Apr,22,0,Sunday,0,Light_rainsnow,0.54,0.5152,1.0,0.1642,5,40,45,617,45,45
2642,2011-04-24,Summer,2011,Apr,23,0,Sunday,0,Light_rainsnow,0.54,0.5152,1.0,0.0896,5,37,42,617,42,42
2643,2011-04-25,Summer,2011,Apr,0,0,Monday,1,Light_rainsnow,0.52,0.5,1.0,0.0,2,10,12,616,12,12
2644,2011-04-25,Summer,2011,Apr,1,0,Monday,1,Clear,0.54,0.5152,1.0,0.0896,2,8,10,616,10,10
2645,2011-04-25,Summer,2011,Apr,2,0,Monday,1,Clear,0.54,0.5152,1.0,0.0896,1,9,10,616,10,10
2646,2011-04-25,Summer,2011,Apr,3,0,Monday,1,Misty,0.5,0.4848,1.0,0.1045,2,8,10,616,10,10
2647,2011-04-25,Summer,2011,Apr,4,0,Monday,1,Misty,0.52,0.5,1.0,0.0,1,4,5,616,5,5
2648,2011-04-25,Summer,2011,Apr,5,0,Monday,1,Misty,0.46,0.4545,1.0,0.0,3,14,17,616,17,17
2649,2011-04-25,Summer,2011,Apr,6,0,Monday,1,Misty,0.5,0.4848,1.0,0.0,7,59,66,616,66,66
2650,2011-04-25,Summer,2011,Apr,7,0,Monday,1,Misty,0.52,0.5,1.0,0.0896,13,183,196,616,196,196
2651,2011-04-25,Summer,2011,Apr,8,0,Monday,1,Clear,0.56,0.5303,0.88,0.1045,27,326,353,616,353,353
2652,2011-04-25,Summer,2011,Apr,9,0,Monday,1,Clear,0.6,0.5606,0.83,0.1343,27,147,174,616,174,174
2653,2011-04-25,Summer,2011,Apr,10,0,Monday,1,Clear,0.64,0.6061,0.73,0.2239,61,64,125,616,125,125
2654,2011-04-25,Summer,2011,Apr,11,0,Monday,1,Clear,0.64,0.6061,0.73,0.2239,53,94,147,616,147,147
2655,2011-04-25,Summer,2011,Apr,12,0,Monday,1,Clear,0.66,0.6212,0.74,0.2537,48,140,188,616,188,188
2656,2011-04-25,Summer,2011,Apr,13,0,Monday,1,Clear,0.7,0.6515,0.65,0.2239,57,146,203,616,203,203
2657,2011-04-25,Summer,2011,Apr,14,0,Monday,1,Clear,0.72,0.6667,0.54,0.2239,47,99,146,616,146,146
2658,2011-04-25,Summer,2011,Apr,15,0,Monday,1,Clear,0.74,0.6667,0.51,0.2239,50,125,175,616,175,175
2659,2011-04-25,Summer,2011,Apr,16,0,Monday,1,Clear,0.7,0.6515,0.54,0.3582,41,198,239,616,239,239
2660,2011-04-25,Summer,2011,Apr,17,0,Monday,1,Clear,0.7,0.6515,0.54,0.2985,80,441,521,616,521,521
2661,2011-04-25,Summer,2011,Apr,18,0,Monday,1,Clear,0.68,0.6364,0.57,0.3582,74,425,499,616,499,499
2662,2011-04-25,Summer,2011,Apr,19,0,Monday,1,Clear,0.66,0.6212,0.57,0.3284,62,320,382,616,382,382
2663,2011-04-25,Summer,2011,Apr,20,0,Monday,1,Clear,0.66,0.6212,0.61,0.2836,42,195,237,616,237,237
2664,2011-04-25,Summer,2011,Apr,21,0,Monday,1,Clear,0.62,0.6061,0.69,0.2537,41,149,190,616,190,190
2665,2011-04-25,Summer,2011,Apr,22,0,Monday,1,Clear,0.6,0.5909,0.73,0.2985,23,83,106,616,106,106
2666,2011-04-25,Summer,2011,Apr,23,0,Monday,1,Clear,0.58,0.5455,0.78,0.2836,9,53,62,616,62,62
2667,2011-04-26,Summer,2011,Apr,0,0,Tuesday,1,Clear,0.62,0.6061,0.69,0.2836,10,17,27,615,27,27
2668,2011-04-26,Summer,2011,Apr,1,0,Tuesday,1,Clear,0.62,0.5909,0.73,0.2836,16,5,21,615,21,21
2669,2011-04-26,Summer,2011,Apr,2,0,Tuesday,1,Clear,0.56,0.5303,0.83,0.3284,17,9,26,615,26,26
2670,2011-04-26,Summer,2011,Apr,3,0,Tuesday,1,Clear,0.54,0.5152,0.88,0.2836,17,4,21,615,21,21
2671,2011-04-26,Summer,2011,Apr,4,0,Tuesday,1,Clear,0.56,0.5303,0.83,0.2537,2,4,6,615,6,6
2672,2011-04-26,Summer,2011,Apr,5,0,Tuesday,1,Clear,0.54,0.5152,0.88,0.2537,0,16,16,615,16,16
2673,2011-04-26,Summer,2011,Apr,6,0,Tuesday,1,Clear,0.56,0.5303,0.88,0.2239,0,80,80,615,80,80
2674,2011-04-26,Summer,2011,Apr,7,0,Tuesday,1,Clear,0.58,0.5455,0.83,0.2985,16,254,270,615,270,270
2675,2011-04-26,Summer,2011,Apr,8,0,Tuesday,1,Clear,0.58,0.5455,0.83,0.2985,32,417,449,615,449,449
2676,2011-04-26,Summer,2011,Apr,9,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.3582,35,164,199,615,199,199
2677,2011-04-26,Summer,2011,Apr,10,0,Tuesday,1,Clear,0.66,0.6212,0.69,0.3582,22,98,120,615,120,120
2678,2011-04-26,Summer,2011,Apr,11,0,Tuesday,1,Clear,0.68,0.6364,0.65,0.3881,40,132,172,615,172,172
2679,2011-04-26,Summer,2011,Apr,12,0,Tuesday,1,Clear,0.7,0.6515,0.61,0.4179,40,146,186,615,186,186
2680,2011-04-26,Summer,2011,Apr,13,0,Tuesday,1,Clear,0.74,0.6667,0.51,0.4478,37,139,176,615,176,176
2681,2011-04-26,Summer,2011,Apr,14,0,Tuesday,1,Clear,0.72,0.6667,0.58,0.3284,40,115,155,615,155,155
2682,2011-04-26,Summer,2011,Apr,15,0,Tuesday,1,Clear,0.7,0.6515,0.61,0.3582,34,119,153,615,153,153
2683,2011-04-26,Summer,2011,Apr,16,0,Tuesday,1,Clear,0.7,0.6515,0.58,0.3881,40,251,291,615,291,291
2684,2011-04-26,Summer,2011,Apr,17,0,Tuesday,1,Clear,0.68,0.6364,0.61,0.3582,66,455,521,615,521,521
2685,2011-04-26,Summer,2011,Apr,18,0,Tuesday,1,Clear,0.68,0.6364,0.65,0.4478,65,463,528,615,528,528
2686,2011-04-26,Summer,2011,Apr,19,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.4179,42,286,328,615,328,328
2687,2011-04-26,Summer,2011,Apr,20,0,Tuesday,1,Clear,0.64,0.6061,0.73,0.3582,35,199,234,615,234,234
2688,2011-04-26,Summer,2011,Apr,21,0,Tuesday,1,Clear,0.62,0.5909,0.78,0.2836,33,162,195,615,195,195
2689,2011-04-26,Summer,2011,Apr,22,0,Tuesday,1,Misty,0.6,0.5606,0.83,0.194,32,116,148,615,148,148
2690,2011-04-26,Summer,2011,Apr,23,0,Tuesday,1,Misty,0.6,0.5606,0.83,0.2239,7,71,78,615,78,78
2691,2011-04-27,Summer,2011,Apr,0,0,Wednesday,1,Clear,0.6,0.5606,0.83,0.2239,3,24,27,614,27,27
2692,2011-04-27,Summer,2011,Apr,1,0,Wednesday,1,Clear,0.6,0.5606,0.83,0.2537,2,15,17,614,17,17
2693,2011-04-27,Summer,2011,Apr,2,0,Wednesday,1,Clear,0.58,0.5455,0.88,0.2537,0,5,5,614,5,5
2694,2011-04-27,Summer,2011,Apr,3,0,Wednesday,1,Misty,0.58,0.5455,0.88,0.2836,3,4,7,614,7,7
2695,2011-04-27,Summer,2011,Apr,4,0,Wednesday,1,Clear,0.56,0.5303,0.94,0.2239,0,6,6,614,6,6
2696,2011-04-27,Summer,2011,Apr,5,0,Wednesday,1,Misty,0.56,0.5303,0.94,0.2537,1,16,17,614,17,17
2697,2011-04-27,Summer,2011,Apr,6,0,Wednesday,1,Clear,0.56,0.5303,0.94,0.2537,5,79,84,614,84,84
2698,2011-04-27,Summer,2011,Apr,7,0,Wednesday,1,Misty,0.58,0.5455,0.88,0.2836,17,229,246,614,246,246
2699,2011-04-27,Summer,2011,Apr,8,0,Wednesday,1,Misty,0.58,0.5455,0.88,0.3284,31,413,444,614,444,444
2700,2011-04-27,Summer,2011,Apr,9,0,Wednesday,1,Misty,0.6,0.5455,0.88,0.4179,20,161,181,614,181,181
2701,2011-04-27,Summer,2011,Apr,10,0,Wednesday,1,Misty,0.62,0.5758,0.83,0.2836,26,66,92,614,92,92
2702,2011-04-27,Summer,2011,Apr,11,0,Wednesday,1,Misty,0.64,0.5909,0.78,0.2836,53,103,156,614,156,156
2703,2011-04-27,Summer,2011,Apr,12,0,Wednesday,1,Clear,0.66,0.6061,0.78,0.3284,38,135,173,614,173,173
2704,2011-04-27,Summer,2011,Apr,13,0,Wednesday,1,Clear,0.64,0.5909,0.78,0.2985,31,119,150,614,150,150
2705,2011-04-27,Summer,2011,Apr,14,0,Wednesday,1,Clear,0.68,0.6364,0.74,0.2836,29,119,148,614,148,148
2706,2011-04-27,Summer,2011,Apr,15,0,Wednesday,1,Clear,0.7,0.6515,0.65,0.4925,18,120,138,614,138,138
2707,2011-04-27,Summer,2011,Apr,16,0,Wednesday,1,Clear,0.7,0.6515,0.7,0.3881,29,189,218,614,218,218
2708,2011-04-27,Summer,2011,Apr,17,0,Wednesday,1,Light_rainsnow,0.66,0.6061,0.83,0.3881,63,458,521,614,521,521
2709,2011-04-27,Summer,2011,Apr,18,0,Wednesday,1,Light_rainsnow,0.66,0.6061,0.83,0.3881,46,366,412,614,412,412
2710,2011-04-27,Summer,2011,Apr,19,0,Wednesday,1,Clear,0.62,0.5909,0.78,0.2836,40,220,260,614,260,260
2711,2011-04-27,Summer,2011,Apr,20,0,Wednesday,1,Clear,0.64,0.5758,0.83,0.3284,30,188,218,614,218,218
2712,2011-04-27,Summer,2011,Apr,21,0,Wednesday,1,Clear,0.62,0.5606,0.88,0.2836,19,126,145,614,145,145
2713,2011-04-27,Summer,2011,Apr,22,0,Wednesday,1,Misty,0.62,0.5606,0.88,0.3284,18,111,129,614,129,129
2714,2011-04-27,Summer,2011,Apr,23,0,Wednesday,1,Misty,0.62,0.5606,0.88,0.3582,25,53,78,614,78,78
2715,2011-04-28,Summer,2011,Apr,0,0,Thursday,1,Clear,0.64,0.5909,0.78,0.3582,13,41,54,613,54,54
2716,2011-04-28,Summer,2011,Apr,1,0,Thursday,1,Misty,0.62,0.5758,0.83,0.3881,8,12,20,613,20,20
2717,2011-04-28,Summer,2011,Apr,2,0,Thursday,1,Misty,0.62,0.5758,0.83,0.4478,14,7,21,613,21,21
2718,2011-04-28,Summer,2011,Apr,3,0,Thursday,1,Misty,0.64,0.5909,0.78,0.3881,2,1,3,613,3,3
2719,2011-04-28,Summer,2011,Apr,4,0,Thursday,1,Misty,0.62,0.5758,0.83,0.4179,4,5,9,613,9,9
2720,2011-04-28,Summer,2011,Apr,5,0,Thursday,1,Misty,0.62,0.5758,0.83,0.3881,0,13,13,613,13,13
2721,2011-04-28,Summer,2011,Apr,6,0,Thursday,1,Misty,0.64,0.5909,0.78,0.4627,7,79,86,613,86,86
2722,2011-04-28,Summer,2011,Apr,7,0,Thursday,1,Misty,0.64,0.5909,0.78,0.4478,14,201,215,613,215,215
2723,2011-04-28,Summer,2011,Apr,8,0,Thursday,1,Misty,0.66,0.6061,0.78,0.4478,31,367,398,613,398,398
2724,2011-04-28,Summer,2011,Apr,9,0,Thursday,1,Light_rainsnow,0.62,0.5606,0.88,0.3284,18,165,183,613,183,183
2725,2011-04-28,Summer,2011,Apr,10,0,Thursday,1,Misty,0.62,0.5606,0.88,0.2836,9,45,54,613,54,54
2726,2011-04-28,Summer,2011,Apr,11,0,Thursday,1,Misty,0.62,0.5758,0.83,0.2836,10,74,84,613,84,84
2727,2011-04-28,Summer,2011,Apr,12,0,Thursday,1,Misty,0.62,0.5909,0.78,0.2537,23,84,107,613,107,107
2728,2011-04-28,Summer,2011,Apr,13,0,Thursday,1,Misty,0.62,0.5758,0.83,0.2985,18,103,121,613,121,121
2729,2011-04-28,Summer,2011,Apr,14,0,Thursday,1,Clear,0.62,0.5758,0.83,0.2985,21,121,142,613,142,142
2730,2011-04-28,Summer,2011,Apr,15,0,Thursday,1,Clear,0.66,0.6212,0.69,0.3284,46,117,163,613,163,163
2731,2011-04-28,Summer,2011,Apr,16,0,Thursday,1,Clear,0.62,0.5909,0.78,0.2537,42,228,270,613,270,270
2732,2011-04-28,Summer,2011,Apr,17,0,Thursday,1,Clear,0.64,0.6212,0.47,0.3582,49,406,455,613,455,455
2733,2011-04-28,Summer,2011,Apr,18,0,Thursday,1,Clear,0.64,0.6212,0.47,0.3582,44,486,530,613,530,530
2734,2011-04-28,Summer,2011,Apr,19,0,Thursday,1,Clear,0.62,0.6212,0.43,0.2985,57,347,404,613,404,404
2735,2011-04-28,Summer,2011,Apr,20,0,Thursday,1,Clear,0.58,0.5455,0.43,0.2239,49,220,269,613,269,269
2736,2011-04-28,Summer,2011,Apr,21,0,Thursday,1,Clear,0.56,0.5303,0.46,0.1343,27,167,194,613,194,194
2737,2011-04-28,Summer,2011,Apr,22,0,Thursday,1,Clear,0.54,0.5152,0.45,0.1642,34,119,153,613,153,153
2738,2011-04-28,Summer,2011,Apr,23,0,Thursday,1,Clear,0.54,0.5152,0.39,0.0896,29,81,110,613,110,110
2739,2011-04-29,Summer,2011,Apr,0,0,Friday,1,Clear,0.52,0.5,0.39,0.2836,11,37,48,612,48,48
2740,2011-04-29,Summer,2011,Apr,1,0,Friday,1,Clear,0.5,0.4848,0.45,0.0896,10,21,31,612,31,31
2741,2011-04-29,Summer,2011,Apr,2,0,Friday,1,Clear,0.46,0.4545,0.63,0.1045,2,8,10,612,10,10
2742,2011-04-29,Summer,2011,Apr,3,0,Friday,1,Clear,0.46,0.4545,0.59,0.0896,1,4,5,612,5,5
2743,2011-04-29,Summer,2011,Apr,4,0,Friday,1,Clear,0.46,0.4545,0.51,0.1343,0,6,6,612,6,6
2744,2011-04-29,Summer,2011,Apr,5,0,Friday,1,Clear,0.46,0.4545,0.47,0.1343,0,25,25,612,25,25
2745,2011-04-29,Summer,2011,Apr,6,0,Friday,1,Clear,0.5,0.4848,0.45,0.2836,4,67,71,612,71,71
2746,2011-04-29,Summer,2011,Apr,7,0,Friday,1,Clear,0.52,0.5,0.42,0.194,18,222,240,612,240,240
2747,2011-04-29,Summer,2011,Apr,8,0,Friday,1,Clear,0.54,0.5152,0.39,0.2985,35,386,421,612,421,421
2748,2011-04-29,Summer,2011,Apr,9,0,Friday,1,Clear,0.54,0.5152,0.39,0.3284,45,185,230,612,230,230
2749,2011-04-29,Summer,2011,Apr,10,0,Friday,1,Clear,0.56,0.5303,0.4,0.2836,57,99,156,612,156,156
2750,2011-04-29,Summer,2011,Apr,11,0,Friday,1,Clear,0.6,0.6212,0.38,0.2239,49,108,157,612,157,157
2751,2011-04-29,Summer,2011,Apr,12,0,Friday,1,Clear,0.56,0.5303,0.37,0.2836,63,160,223,612,223,223
2752,2011-04-29,Summer,2011,Apr,13,0,Friday,1,Clear,0.56,0.5303,0.37,0.2985,74,234,308,612,308,308
2753,2011-04-29,Summer,2011,Apr,14,0,Friday,1,Clear,0.6,0.6212,0.35,0.3284,58,190,248,612,248,248
2754,2011-04-29,Summer,2011,Apr,15,0,Friday,1,Misty,0.56,0.5303,0.4,0.2985,77,175,252,612,252,252
